	GLOBALEVENTID	SQLDATE	MonthYear	Year	FractionDate	Actor1Code	Actor1Name	Actor1CountryCode	Actor1KnownGroupCode	Actor1EthnicCode	Actor1Religion1Code	Actor1Religion2Code	Actor1Type1Code	Actor1Type2Code	Actor1Type3Code	Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code	IsRootEvent	EventCode	EventBaseCode	EventRootCode	QuadClass	GoldsteinScale	NumMentions	NumSources	NumArticles	AvgTone	Actor1Geo_Type	Actor1Geo_FullName	Actor1Geo_CountryCode	Actor1Geo_ADM1Code	Actor1Geo_Lat	Actor1Geo_Long	Actor1Geo_FeatureID	Actor2Geo_Type	Actor2Geo_FullName	Actor2Geo_CountryCode	Actor2Geo_ADM1Code	Actor2Geo_Lat	Actor2Geo_Long	Actor2Geo_FeatureID	ActionGeo_Type	ActionGeo_FullName	ActionGeo_CountryCode	ActionGeo_ADM1Code	ActionGeo_Lat	ActionGeo_Long	ActionGeo_FeatureID	DATEADDED	SOURCEURL
2339	460321344	20150824	201508	2015	2015.6411	TWN	TAIWAN	TWN								CHN	CHINA	CHN								1	80	80	8	2	5.0	2	1	2	-1.6666666666666698	4	Hainan, Hainan, China	CH	CH31	18.9394	109.484	6025157	4	Hainan, Hainan, China	CH	CH31	18.9394	109.484	6025157	4	Hainan, Hainan, China	CH	CH31	18.9394	109.484	6025157	20150824	http://www.zerohedge.com/news/2015-08-23/world-explained-2-cartoons
2340	460321345	20150824	201508	2015	2015.6411	TWN	TAIWAN	TWN								CHN	CHINA	CHN								1	80	80	8	2	5.0	2	1	2	-1.6666666666666698	1	Taiwan	TW	TW	23.5	121.0	TW	4	Hainan, Hainan, China	CH	CH31	18.9394	109.484	6025157	4	Hainan, Hainan, China	CH	CH31	18.9394	109.484	6025157	20150824	http://www.zerohedge.com/news/2015-08-23/world-explained-2-cartoons
2829	460321834	20150824	201508	2015	2015.6411	USAMED	ASSOCIATED PRESS	USA					MED			CHN	CHINA	CHN								1	70	70	7	2	7.0	50	20	50	-0.849063874413313	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://kron4.com/ap/zookeepers-optimistic-about-survival-chances-for-twin-pandas/
2830	460321835	20150824	201508	2015	2015.6411	USAMED	ASSOCIATED PRESS	USA					MED			CHNMED	CHINA	CHN					MED			0	70	70	7	2	7.0	38	17	38	-0.323600420633033	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://kron4.com/ap/zookeepers-optimistic-about-survival-chances-for-twin-pandas/
2985	460322372	20150824	201508	2015	2015.6411											CHN	CHINA	CHN								0	14	14	1	1	0.0	8	2	8	1.99556541019956	0							4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	20150824	http://www.stockjournal.com.au/news/agriculture/cattle/beef/dashang-group-beefs-up-land-portfolio/2741254.aspx
2986	460322373	20150824	201508	2015	2015.6411											CHN	CHINESE	CHN								0	353	35	3	1	7.0	5	1	5	-1.2787723785166298	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.themalaysianinsider.com/sideviews/article/a-chinese-rights-revolution-reversed-peter-lorentzen-and-suzanne-scoggins
2987	460322374	20150824	201508	2015	2015.6411											CHN	CHINA	CHN								0	72	72	7	2	8.3	1	1	1	0.40779338468509996	0							4	Chi Kung, Guangdong, China	CH	CH30	24.3018	112.55799999999999	-1922027	4	Chi Kung, Guangdong, China	CH	CH30	24.3018	112.55799999999999	-1922027	20150824	http://everything2.com/title/tai+chi
2988	460322375	20150824	201508	2015	2015.6411											CHN	CHINA	CHN								0	72	72	7	2	8.3	1	1	1	0.40779338468509996	0							4	Chong Li, Hebei, China	CH	CH10	40.9714	115.272	-1934472	4	Chong Li, Hebei, China	CH	CH10	40.9714	115.272	-1934472	20150824	http://everything2.com/title/tai+chi
3264	460322651	20150824	201508	2015	2015.6411	AUS	AUSTRALIA	AUS								CHN	CHINA	CHN								0	14	14	1	1	0.0	4	2	4	1.99556541019956	4	Glenrock, New South Wales, Australia	AS	AS02	-31.6667	151.4	-1575524	4	Glenrock, New South Wales, Australia	AS	AS02	-31.6667	151.4	-1575524	4	Glenrock, New South Wales, Australia	AS	AS02	-31.6667	151.4	-1575524	20150824	http://www.stockjournal.com.au/news/agriculture/cattle/beef/dashang-group-beefs-up-land-portfolio/2741254.aspx
3265	460322652	20150824	201508	2015	2015.6411	AUS	AUSTRALIA	AUS								CHN	CHINA	CHN								0	14	14	1	1	0.0	4	2	4	1.99556541019956	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	20150824	http://www.stockjournal.com.au/news/agriculture/cattle/beef/dashang-group-beefs-up-land-portfolio/2741254.aspx
3266	460322653	20150824	201508	2015	2015.6411	AUS	AUSTRALIA	AUS								CHN	CHINA	CHN								1	20	20	2	1	3.0	4	2	4	1.99556541019956	4	Glenrock, New South Wales, Australia	AS	AS02	-31.6667	151.4	-1575524	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	20150824	http://www.stockjournal.com.au/news/agriculture/cattle/beef/dashang-group-beefs-up-land-portfolio/2741254.aspx
3267	460322654	20150824	201508	2015	2015.6411	AUS	AUSTRALIA	AUS								CHN	CHINA	CHN								1	311	31	3	1	5.2	4	2	4	1.99556541019956	4	Canberra, Australian Capital Territory, Australia	AS	AS01	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	-35.2833	149.217	-1563952	20150824	http://www.stockjournal.com.au/news/agriculture/cattle/beef/dashang-group-beefs-up-land-portfolio/2741254.aspx
3268	460322655	20150824	201508	2015	2015.6411	AUS	AUSTRALIA	AUS								CHN	CHINA	CHN								1	311	31	3	1	5.2	4	2	4	1.99556541019956	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	20150824	http://www.stockjournal.com.au/news/agriculture/cattle/beef/dashang-group-beefs-up-land-portfolio/2741254.aspx
3373	460322760	20150824	201508	2015	2015.6411	BUS	COMPANIES						BUS			CHN	CHINA	CHN								1	31	31	3	1	5.2	2	1	2	-1.7401392111368899	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	20150824	http://www.theepochtimes.com/n3/1733666-changes-to-top-executives-at-chinese-state-telecom-giants-signal-shifting-political-ground/
3390	460322777	20150824	201508	2015	2015.6411	BUS	COMPANIES						BUS			MNCCHNMED	CHINA TELECOM	CHN					MNC	MED		1	31	31	3	1	5.2	1	1	1	-1.7401392111368899	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	20150824	http://www.theepochtimes.com/n3/1733666-changes-to-top-executives-at-chinese-state-telecom-giants-signal-shifting-political-ground/
3437	460322824	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	10	10	1	1	0.0	175	25	162	-0.6491395357524101	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.thedailystar.net/business/global-business/imf-official-says-premature-speak-chinese-crisis-131383
3438	460322825	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	10	10	1	1	0.0	30	4	30	-1.2695529690859197	1	Greece	GR	GR	39.0	22.0	GR	0							1	Greece	GR	GR	39.0	22.0	GR	20150824	http://www.newsmax.com/Finance/Economy/imf-china-crisis-currency/2015/08/23/id/671482/
3439	460322826	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		1	51	51	5	1	3.4	280	18	191	-0.259510565620809	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.chinadaily.com.cn/opinion/2015-08/24/content_21682571.htm
3440	460322827	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN																		1	84	84	8	2	7.0	14	3	14	-0.893508567822847	1	China	CH	CH	35.0	105.0	CH	0							1	China	CH	CH	35.0	105.0	CH	20150824	http://www.androidheadlines.com/2015/08/oppomart-already-has-a-listing-for-the-huawei-mate-s.html
3441	460322828	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN																		0	120	120	12	3	-4.0	8	1	8	0.40779338468509996	4	San Feng, Shaanxi, China	CH	CH26	34.7658	108.287	9211282	0							4	San Feng, Shaanxi, China	CH	CH26	34.7658	108.287	9211282	20150824	http://everything2.com/title/tai+chi
3442	460322829	20150824	201508	2015	2015.6411	CHN	CHINA	CHN																		0	190	190	19	4	-10.0	2	1	2	0.40779338468509996	4	San Feng, Shaanxi, China	CH	CH26	34.7658	108.287	9211282	0							4	San Feng, Shaanxi, China	CH	CH26	34.7658	108.287	9211282	20150824	http://everything2.com/title/tai+chi
3443	460322830	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								AUS	AUSTRALIA	AUS								1	20	20	2	1	3.0	4	2	4	1.99556541019956	4	Canberra, Australian Capital Territory, Australia	AS	AS01	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	-35.2833	149.217	-1563952	20150824	http://www.stockjournal.com.au/news/agriculture/cattle/beef/dashang-group-beefs-up-land-portfolio/2741254.aspx
3444	460322831	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								AUS	AUSTRALIA	AUS								1	20	20	2	1	3.0	4	2	4	1.99556541019956	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	4	Glenrock, New South Wales, Australia	AS	AS02	-31.6667	151.4	-1575524	20150824	http://www.stockjournal.com.au/news/agriculture/cattle/beef/dashang-group-beefs-up-land-portfolio/2741254.aspx
3445	460322832	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								AUS	AUSTRALIA	AUS								1	311	31	3	1	5.2	8	2	8	1.99556541019956	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	4	Dashang, Guizhou, China	CH	CH18	25.6458	106.669	-3836095	20150824	http://www.stockjournal.com.au/news/agriculture/cattle/beef/dashang-group-beefs-up-land-portfolio/2741254.aspx
3446	460322833	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								BUS	COMPANIES						BUS			1	31	31	3	1	5.2	1	1	1	-1.7401392111368899	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.theepochtimes.com/n3/1733666-changes-to-top-executives-at-chinese-state-telecom-giants-signal-shifting-political-ground/
3447	460322834	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								BUS	COMPANIES						BUS			1	31	31	3	1	5.2	1	1	1	-1.7401392111368899	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	20150824	http://www.theepochtimes.com/n3/1733666-changes-to-top-executives-at-chinese-state-telecom-giants-signal-shifting-political-ground/
3448	460322835	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								CVL	CITIZEN						CVL			0	51	51	5	1	3.4	2	1	2	-1.2787723785166298	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.themalaysianinsider.com/sideviews/article/a-chinese-rights-revolution-reversed-peter-lorentzen-and-suzanne-scoggins
3449	460322836	20150824	201508	2015	2015.6411	CHN	SHANGHAI	CHN								GOV	PROVISIONAL GOVERNMENT						GOV			1	36	36	3	1	4.0	24	5	24	-3.5400144318738995	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	37.5664	127.0	-716583	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.chinadaily.com.cn/opinion/2015-08/24/content_21682571.htm
3450	460322837	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								ITA	ITALY	ITA								1	46	46	4	1	7.0	16	5	16	-1.51337959193423	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	1	Italy	IT	IT	42.8333	12.8333	IT	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.newsmax.com/Finance/Economy/imf-china-crisis-currency/2015/08/23/id/671482/
3451	460322838	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								ITA	ITALY	ITA								1	46	46	4	1	7.0	12	4	12	-1.2695529690859197	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	1	Italy	IT	IT	42.8333	12.8333	IT	1	Italy	IT	IT	42.8333	12.8333	IT	20150824	http://www.newsmax.com/Finance/Economy/imf-china-crisis-currency/2015/08/23/id/671482/
3452	460322839	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								JPN	JAPAN	JPN								0	12	12	1	1	-0.4	10	1	10	-1.3177159590043899	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	20150824	http://geographical.co.uk/geopolitics/hotspot/item/1242-hotspot-japan
3453	460322840	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								JPN	JAPANESE	JPN								1	190	190	19	4	-10.0	80	5	80	-3.5400144318738995	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	1	Japan	JA	JA	36.0	138.0	JA	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.chinadaily.com.cn/opinion/2015-08/24/content_21682571.htm
3454	460322841	20150824	201508	2015	2015.6411	CHN	BEIJING	CHN								KORGOV	REPUBLIC OF KOREA	KOR					GOV			1	43	43	4	1	2.8	80	5	80	-3.5400144318738995	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	37.5664	127.0	-716583	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.chinadaily.com.cn/opinion/2015-08/24/content_21682571.htm
3455	460322842	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								MMR	MYANMAR	MMR								0	190	190	19	4	-10.0	10	1	10	0.3448275862069	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.mmtimes.com/index.php/opinion/16120-as-the-sun-rises-in-the-golden-land.html
3456	460322843	20150824	201508	2015	2015.6411	CHN	CHONGQING	CHN								MNCCHNMED	CHINA MOBILE	CHN					MNC	MED		1	1124	112	11	3	-2.0	3	1	3	-1.7401392111368899	4	Chongqing, Chongqing, China	CH	CH33	29.5628	106.553	-1900774	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	4	Chongqing, Chongqing, China	CH	CH33	29.5628	106.553	-1900774	20150824	http://www.theepochtimes.com/n3/1733666-changes-to-top-executives-at-chinese-state-telecom-giants-signal-shifting-political-ground/
3457	460322844	20150824	201508	2015	2015.6411	CHNBUS	CHINA	CHN					BUS			MED	MEDIA						MED			1	36	36	3	1	4.0	5	1	5	-1.22887864823348	4	Chongqing, Chongqing, China	CH	CH33	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	29.5628	106.553	-1900774	20150824	http://www.scmp.com/news/china/economy/article/1851825/china-markets-live-early-calls-price-forecasts-and-analyst-views
3458	460322845	20150824	201508	2015	2015.6411	CHNGOV	CHINESE	CHN					GOV			CVL	CITIZEN						CVL			0	51	51	5	1	3.4	6	1	6	-1.2787723785166298	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.themalaysianinsider.com/sideviews/article/a-chinese-rights-revolution-reversed-peter-lorentzen-and-suzanne-scoggins
3510	460322897	20150824	201508	2015	2015.6411	COP	POLICE						COP			CHN	CHINA	CHN								0	193	193	19	4	-10.0	10	1	10	-1.2787723785166298	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.themalaysianinsider.com/sideviews/article/a-chinese-rights-revolution-reversed-peter-lorentzen-and-suzanne-scoggins
3974	460323361	20150824	201508	2015	2015.6411	GOV	PROVISIONAL GOVERNMENT						GOV			CHN	SHANGHAI	CHN								1	36	36	3	1	4.0	24	5	24	-3.5400144318738995	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	37.5664	127.0	-716583	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.chinadaily.com.cn/opinion/2015-08/24/content_21682571.htm
4031	460323418	20150824	201508	2015	2015.6411	GOV	AUTHORITIES						GOV			MNCCHNMED	CHINA MOBILE	CHN					MNC	MED		1	173	173	17	4	-5.0	3	1	3	-1.7401392111368899	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.theepochtimes.com/n3/1733666-changes-to-top-executives-at-chinese-state-telecom-giants-signal-shifting-political-ground/
4290	460323677	20150824	201508	2015	2015.6411	ITA	ITALY	ITA								CHN	CHINESE	CHN								1	46	46	4	1	7.0	15	5	15	-1.51337959193423	1	Greece	GR	GR	39.0	22.0	GR	1	Greece	GR	GR	39.0	22.0	GR	1	Greece	GR	GR	39.0	22.0	GR	20150824	http://www.newsmax.com/Finance/Economy/imf-china-crisis-currency/2015/08/23/id/671482/
4291	460323678	20150824	201508	2015	2015.6411	ITA	ITALY	ITA								CHN	CHINESE	CHN								1	46	46	4	1	7.0	8	5	8	-1.51337959193423	1	Italy	IT	IT	42.8333	12.8333	IT	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.newsmax.com/Finance/Economy/imf-china-crisis-currency/2015/08/23/id/671482/
4292	460323679	20150824	201508	2015	2015.6411	ITA	ITALY	ITA								CHN	CHINESE	CHN								1	46	46	4	1	7.0	6	4	6	-1.2695529690859197	1	Italy	IT	IT	42.8333	12.8333	IT	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	1	Italy	IT	IT	42.8333	12.8333	IT	20150824	http://www.newsmax.com/Finance/Economy/imf-china-crisis-currency/2015/08/23/id/671482/
4316	460323703	20150824	201508	2015	2015.6411	JPN	JAPANESE	JPN								CHN	CHINESE	CHN								1	190	190	19	4	-10.0	121	11	121	-5.402184603421861	1	Japan	JA	JA	36.0	138.0	JA	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.chinadaily.com.cn/opinion/2015-08/24/content_21682571.htm
4372	460323759	20150824	201508	2015	2015.6411	KOR	REPUBLIC OF KOREA	KOR								CHN	CHINA	CHN								1	36	36	3	1	4.0	32	5	32	-3.5400144318738995	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	37.5664	127.0	-716583	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.chinadaily.com.cn/opinion/2015-08/24/content_21682571.htm
4380	460323767	20150824	201508	2015	2015.6411	KORGOV	REPUBLIC OF KOREA	KOR					GOV			CHN	BEIJING	CHN								1	17	17	1	1	0.0	80	5	80	-3.5400144318738995	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	37.5664	127.0	-716583	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.chinadaily.com.cn/opinion/2015-08/24/content_21682571.htm
4381	460323768	20150824	201508	2015	2015.6411	KORGOV	REPUBLIC OF KOREA	KOR					GOV			CHN	CHINA	CHN								1	36	36	3	1	4.0	32	5	32	-3.5400144318738995	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	37.5664	127.0	-716583	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.chinadaily.com.cn/opinion/2015-08/24/content_21682571.htm
4382	460323769	20150824	201508	2015	2015.6411	KORGOV	SOUTH KOREA	KOR					GOV			CHN	CHINA	CHN								1	36	36	3	1	4.0	16	5	16	-3.5400144318738995	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	37.5664	127.0	-716583	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	37.5664	127.0	-716583	20150824	http://www.chinadaily.com.cn/opinion/2015-08/24/content_21682571.htm
4383	460323770	20150824	201508	2015	2015.6411	KORGOV	REPUBLIC OF KOREA	KOR					GOV			CHN	BEIJING	CHN								1	42	42	4	1	1.9	80	5	80	-3.5400144318738995	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	37.5664	127.0	-716583	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.chinadaily.com.cn/opinion/2015-08/24/content_21682571.htm
4476	460323863	20150824	201508	2015	2015.6411	MED	MEDIA						MED			CHNBUS	CHINA	CHN					BUS			1	36	36	3	1	4.0	5	1	5	-1.22887864823348	4	Chongqing, Chongqing, China	CH	CH33	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	29.5628	106.553	-1900774	20150824	http://www.scmp.com/news/china/economy/article/1851825/china-markets-live-early-calls-price-forecasts-and-analyst-views
4541	460323928	20150824	201508	2015	2015.6411	MMR	MYANMAR	MMR								CHN	CHINA	CHN								0	190	190	19	4	-10.0	10	1	10	0.3448275862069	1	Australia	AS	AS	-27.0	133.0	AS	1	Australia	AS	AS	-27.0	133.0	AS	1	Australia	AS	AS	-27.0	133.0	AS	20150824	http://www.mmtimes.com/index.php/opinion/16120-as-the-sun-rises-in-the-golden-land.html
4544	460323931	20150824	201508	2015	2015.6411	MNCCHNMED	CHINA TELECOM	CHN					MNC	MED		BUS	COMPANIES						BUS			1	31	31	3	1	5.2	1	1	1	-1.7401392111368899	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.theepochtimes.com/n3/1733666-changes-to-top-executives-at-chinese-state-telecom-giants-signal-shifting-political-ground/
